Project, Fun, Type, Info, Line Num, Filename, Link,
mattermost/mattermost-server,GetAnalytics,Integer as a chan bound,Name : &{12168966 INT 1},251,/tmp/clone-example128157776/app/analytics.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/analytics.go#L251,
mattermost/mattermost-server,GetAnalytics,Integer as a chan bound,Name : &{12169288 INT 1},262,/tmp/clone-example128157776/app/analytics.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/analytics.go#L262,
mattermost/mattermost-server,GetAnalytics,Integer as a chan bound,Name : &{12169516 INT 1},269,/tmp/clone-example128157776/app/analytics.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/analytics.go#L269,
mattermost/mattermost-server,createDirectChannel,Integer as a chan bound,Name : &{12783484 INT 1},322,/tmp/clone-example128157776/app/channel.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/channel.go#L322,
mattermost/mattermost-server,createDirectChannel,Integer as a chan bound,Name : &{12783524 INT 1},323,/tmp/clone-example128157776/app/channel.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/channel.go#L323,
mattermost/mattermost-server,DeleteChannel,Integer as a chan bound,Name : &{12813233 INT 1},1126,/tmp/clone-example128157776/app/channel.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/channel.go#L1126,
mattermost/mattermost-server,DeleteChannel,Integer as a chan bound,Name : &{12813273 INT 1},1127,/tmp/clone-example128157776/app/channel.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/channel.go#L1127,
mattermost/mattermost-server,JoinChannel,Integer as a chan bound,Name : &{12834597 INT 1},1717,/tmp/clone-example128157776/app/channel.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/channel.go#L1717,
mattermost/mattermost-server,JoinChannel,Integer as a chan bound,Name : &{12834644 INT 1},1718,/tmp/clone-example128157776/app/channel.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/channel.go#L1718,
mattermost/mattermost-server,LeaveChannel,Integer as a chan bound,Name : &{12837416 INT 1},1814,/tmp/clone-example128157776/app/channel.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/channel.go#L1814,
mattermost/mattermost-server,LeaveChannel,Integer as a chan bound,Name : &{12837601 INT 1},1821,/tmp/clone-example128157776/app/channel.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/channel.go#L1821,
mattermost/mattermost-server,LeaveChannel,Integer as a chan bound,Name : &{12837768 INT 1},1828,/tmp/clone-example128157776/app/channel.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/channel.go#L1828,
mattermost/mattermost-server,mentionsToTeamMembers,Candidate param,Name : possibleMentions, Mandatory : true,219,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L219,
mattermost/mattermost-server,mentionsToTeamMembers,Func as a chan bound,Name : len(possibleMentions),219,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L219,
mattermost/mattermost-server,mentionsToTeamMembers,len() as a chan bound,Name : len(possibleMentions),219,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L219,
mattermost/mattermost-server,mentionsToTeamMembers,Integer as a add bound,Name : &{12948047 INT 1},223,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L223,
mattermost/mattermost-server,mentionsToTeamMembers,For loop not well formed,Init : <nil> Cond : ok Post : &{[trimmed ok] 12948516 = [0xc42391d7c0]},237,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L237,
mattermost/mattermost-server,mentionsToTeamMembers,Go in for,,224,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L224,
mattermost/mattermost-server,mentionsToTeamMembers,Integer as a for bound,Name : possibleMentions,222,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L222,
mattermost/mattermost-server,mentionsToPublicChannels,Candidate param,Name : channelMentions, Mandatory : true,290,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L290,
mattermost/mattermost-server,mentionsToPublicChannels,Func as a chan bound,Name : len(channelMentions),290,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L290,
mattermost/mattermost-server,mentionsToPublicChannels,len() as a chan bound,Name : len(channelMentions),290,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L290,
mattermost/mattermost-server,mentionsToPublicChannels,Integer as a add bound,Name : &{12949878 INT 1},294,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L294,
mattermost/mattermost-server,mentionsToPublicChannels,Go in for,,295,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L295,
mattermost/mattermost-server,mentionsToPublicChannels,Integer as a for bound,Name : channelMentions,293,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L293,
mattermost/mattermost-server,tryExecuteCustomCommand,Integer as a chan bound,Name : &{12951432 INT 1},345,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L345,
mattermost/mattermost-server,tryExecuteCustomCommand,Integer as a chan bound,Name : &{12951640 INT 1},352,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L352,
mattermost/mattermost-server,tryExecuteCustomCommand,Integer as a chan bound,Name : &{12951829 INT 1},359,/tmp/clone-example128157776/app/command.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command.go#L359,
mattermost/mattermost-server,DoCommand,Candidate param,Name : maxThreads, Mandatory : true,72,/tmp/clone-example128157776/app/command_echo.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command_echo.go#L72,
mattermost/mattermost-server,DoCommand,Integer as a chan bound,Name : &{maxThreads 12940856 + 0xc4238cc4e0},72,/tmp/clone-example128157776/app/command_echo.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/command_echo.go#L72,
mattermost/mattermost-server,trackActivity,Integer as a chan bound,Name : &{13184404 INT 1},148,/tmp/clone-example128157776/app/diagnostics.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/diagnostics.go#L148,
mattermost/mattermost-server,trackActivity,Integer as a chan bound,Name : &{13184738 INT 1},155,/tmp/clone-example128157776/app/diagnostics.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/diagnostics.go#L155,
mattermost/mattermost-server,BulkImport,Comm param,Name :workers, Mandatory : true,79,/tmp/clone-example128157776/app/import.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/import.go#L79,
mattermost/mattermost-server,BulkImport,Integer as a chan bound,Name : &{0xc431f66380 13489044 + 0xc431f663a0},89,/tmp/clone-example128157776/app/import.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/import.go#L89,
mattermost/mattermost-server,BulkImport,For loop not well formed,Init : <nil> Cond : &{0xc431f66580 13489211 [] 0 13489212} Post : <nil>,94,/tmp/clone-example128157776/app/import.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/import.go#L94,
mattermost/mattermost-server,BulkImport,Chan in for,,134,/tmp/clone-example128157776/app/import.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/import.go#L134,
mattermost/mattermost-server,BulkImport,Integer as a spawning for bound,Name : workers,135,/tmp/clone-example128157776/app/import.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/import.go#L135,
mattermost/mattermost-server,BulkImport,Integer as a spawning for bound,Name : &{13490478 INT 0},135,/tmp/clone-example128157776/app/import.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/import.go#L135,
mattermost/mattermost-server,BulkImport,Integer as a add bound,Name : &{13490511 INT 1},136,/tmp/clone-example128157776/app/import.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/import.go#L136,
mattermost/mattermost-server,BulkImport,Go in for,,137,/tmp/clone-example128157776/app/import.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/import.go#L137,
mattermost/mattermost-server,DoPostActionWithCookie,Integer as a chan bound,Name : &{13987057 INT 1},69,/tmp/clone-example128157776/app/integration_action.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/integration_action.go#L69,
mattermost/mattermost-server,DoPostActionWithCookie,Integer as a chan bound,Name : &{13987238 INT 1},76,/tmp/clone-example128157776/app/integration_action.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/integration_action.go#L76,
mattermost/mattermost-server,DoPostActionWithCookie,Integer as a chan bound,Name : &{13987432 INT 1},83,/tmp/clone-example128157776/app/integration_action.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/integration_action.go#L83,
mattermost/mattermost-server,DoPostActionWithCookie,Integer as a chan bound,Name : &{13990198 INT 1},168,/tmp/clone-example128157776/app/integration_action.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/integration_action.go#L168,
mattermost/mattermost-server,SendNotifications,Integer as a chan bound,Name : &{14756287 INT 1},25,/tmp/clone-example128157776/app/notification.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/notification.go#L25,
mattermost/mattermost-server,SendNotifications,Integer as a chan bound,Name : &{14756496 INT 1},32,/tmp/clone-example128157776/app/notification.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/notification.go#L32,
mattermost/mattermost-server,SendNotifications,Integer as a chan bound,Name : &{14756795 INT 1},41,/tmp/clone-example128157776/app/notification.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/notification.go#L41,
mattermost/mattermost-server,SendNotifications,Integer as a chan bound,Name : &{14757073 INT 1},51,/tmp/clone-example128157776/app/notification.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/notification.go#L51,
mattermost/mattermost-server,SendNotifications,Chan in for,,165,/tmp/clone-example128157776/app/notification.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/notification.go#L165,
mattermost/mattermost-server,SendNotifications,Go in for,,166,/tmp/clone-example128157776/app/notification.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/notification.go#L166,
mattermost/mattermost-server,start,Integer as a chan bound,Name : &{0xc42ff90e40 14805859 * 0xc43545edc0},264,/tmp/clone-example128157776/app/notification_push.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/notification_push.go#L264,
mattermost/mattermost-server,start,Integer as a add bound,Name : &{14806011 INT 1},268,/tmp/clone-example128157776/app/notification_push.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/notification_push.go#L268,
mattermost/mattermost-server,start,Go in for,,271,/tmp/clone-example128157776/app/notification_push.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/notification_push.go#L271,
mattermost/mattermost-server,RevokeAccessToken,Integer as a chan bound,Name : &{13651448 INT 1},450,/tmp/clone-example128157776/app/oauth.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/oauth.go#L450,
mattermost/mattermost-server,processPrepackagedPlugins,Candidate param,Name : pluginSignaturePathMap, Mandatory : true,785,/tmp/clone-example128157776/app/plugin.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/plugin.go#L785,
mattermost/mattermost-server,processPrepackagedPlugins,Func as a chan bound,Name : len(pluginSignaturePathMap),785,/tmp/clone-example128157776/app/plugin.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/plugin.go#L785,
mattermost/mattermost-server,processPrepackagedPlugins,len() as a chan bound,Name : len(pluginSignaturePathMap),785,/tmp/clone-example128157776/app/plugin.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/plugin.go#L785,
mattermost/mattermost-server,processPrepackagedPlugins,Integer as a add bound,Name : &{13799580 INT 1},789,/tmp/clone-example128157776/app/plugin.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/plugin.go#L789,
mattermost/mattermost-server,processPrepackagedPlugins,Go in for,,790,/tmp/clone-example128157776/app/plugin.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/plugin.go#L790,
mattermost/mattermost-server,processPrepackagedPlugins,Map as a for bound,Name : map[string]*_/tmp/clone-example128157776/app.pluginSignaturePath,788,/tmp/clone-example128157776/app/plugin.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/plugin.go#L788,
mattermost/mattermost-server,CreatePost,Integer as a chan bound,Name : &{14967714 INT 1},180,/tmp/clone-example128157776/app/post.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/post.go#L180,
mattermost/mattermost-server,searchPostsInTeam,Comm param,Name :paramsList, Mandatory : true,935,/tmp/clone-example128157776/app/post.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/post.go#L935,
mattermost/mattermost-server,searchPostsInTeam,Func as a chan bound,Name : len(paramsList),938,/tmp/clone-example128157776/app/post.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/post.go#L938,
mattermost/mattermost-server,searchPostsInTeam,len() as a chan bound,Name : len(paramsList),938,/tmp/clone-example128157776/app/post.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/post.go#L938,
mattermost/mattermost-server,searchPostsInTeam,Integer as a add bound,Name : &{14992325 INT 1},946,/tmp/clone-example128157776/app/post.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/post.go#L946,
mattermost/mattermost-server,searchPostsInTeam,Go in for,,948,/tmp/clone-example128157776/app/post.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/post.go#L948,
mattermost/mattermost-server,searchPostsInTeam,Slice as a for bound,Name : []*invalid type,940,/tmp/clone-example128157776/app/post.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/post.go#L940,
mattermost/mattermost-server,GetFileInfosForPostWithMigration,Integer as a chan bound,Name : &{14995990 INT 1},1047,/tmp/clone-example128157776/app/post.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/post.go#L1047,
mattermost/mattermost-server,AddUserToTeam,Integer as a chan bound,Name : &{14653520 INT 1},412,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L412,
mattermost/mattermost-server,AddUserToTeam,Integer as a chan bound,Name : &{14653695 INT 1},419,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L419,
mattermost/mattermost-server,AddUserToTeamByToken,Integer as a chan bound,Name : &{14655274 INT 1},471,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L471,
mattermost/mattermost-server,AddUserToTeamByToken,Integer as a chan bound,Name : &{14655462 INT 1},478,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L478,
mattermost/mattermost-server,AddUserToTeamByInviteId,Integer as a chan bound,Name : &{14657103 INT 1},534,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L534,
mattermost/mattermost-server,AddUserToTeamByInviteId,Integer as a chan bound,Name : &{14657290 INT 1},541,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L541,
mattermost/mattermost-server,RemoveUserFromTeam,Integer as a chan bound,Name : &{14668249 INT 1},901,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L901,
mattermost/mattermost-server,RemoveUserFromTeam,Integer as a chan bound,Name : &{14668424 INT 1},908,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L908,
mattermost/mattermost-server,prepareInviteNewUsersToTeam,Integer as a chan bound,Name : &{14673693 INT 1},1079,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L1079,
mattermost/mattermost-server,prepareInviteNewUsersToTeam,Integer as a chan bound,Name : &{14673868 INT 1},1086,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L1086,
mattermost/mattermost-server,prepareInviteGuestsToChannels,Integer as a chan bound,Name : &{14675999 INT 1},1150,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L1150,
mattermost/mattermost-server,prepareInviteGuestsToChannels,Integer as a chan bound,Name : &{14676173 INT 1},1156,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L1156,
mattermost/mattermost-server,prepareInviteGuestsToChannels,Integer as a chan bound,Name : &{14676393 INT 1},1162,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L1162,
mattermost/mattermost-server,GetTeamStats,Integer as a chan bound,Name : &{14683748 INT 1},1412,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L1412,
mattermost/mattermost-server,GetTeamStats,Integer as a chan bound,Name : &{14683976 INT 1},1418,/tmp/clone-example128157776/app/team.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/team.go#L1418,
mattermost/mattermost-server,CreateOAuthUser,Integer as a chan bound,Name : &{14432574 INT 1},322,/tmp/clone-example128157776/app/user.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/user.go#L322,
mattermost/mattermost-server,CreateOAuthUser,Integer as a chan bound,Name : &{14432617 INT 1},323,/tmp/clone-example128157776/app/user.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/user.go#L323,
mattermost/mattermost-server,CreateOAuthUser,For loop not well formed,Init : <nil> Cond : found Post : <nil>,337,/tmp/clone-example128157776/app/user.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/user.go#L337,
mattermost/mattermost-server,UpdateUserRoles,Integer as a chan bound,Name : &{14465488 INT 1},1397,/tmp/clone-example128157776/app/user.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/user.go#L1397,
mattermost/mattermost-server,UpdateUserRoles,Integer as a chan bound,Name : &{14465682 INT 1},1404,/tmp/clone-example128157776/app/user.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/user.go#L1404,
mattermost/mattermost-server,HandleIncomingWebhook,Integer as a chan bound,Name : &{14892153 INT 1},566,/tmp/clone-example128157776/app/webhook.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/webhook.go#L566,
mattermost/mattermost-server,HandleIncomingWebhook,Integer as a chan bound,Name : &{14893031 INT 1},592,/tmp/clone-example128157776/app/webhook.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/webhook.go#L592,
mattermost/mattermost-server,HandleIncomingWebhook,Integer as a chan bound,Name : &{14894146 INT 1},628,/tmp/clone-example128157776/app/webhook.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/webhook.go#L628,
mattermost/mattermost-server,HandleIncomingWebhook,Integer as a chan bound,Name : &{14894388 INT 1},635,/tmp/clone-example128157776/app/webhook.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/app/webhook.go#L635,
mattermost/mattermost-server,DoJob,Integer as a chan bound,Name : &{10032137 INT 1},85,/tmp/clone-example128157776/migrations/worker.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/migrations/worker.go#L85,
mattermost/mattermost-server,DoJob,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,90,/tmp/clone-example128157776/migrations/worker.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/migrations/worker.go#L90,
mattermost/mattermost-server,Deactivate,Integer as a chan bound,Name : &{12590913 INT 1},114,/tmp/clone-example128157776/services/mfa/mfa.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/services/mfa/mfa.go#L114,
mattermost/mattermost-server,GetPosts,Integer as a chan bound,Name : &{11138077 INT 1},556,/tmp/clone-example128157776/store/sqlstore/post_store.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/store/sqlstore/post_store.go#L556,
mattermost/mattermost-server,GetPosts,Integer as a chan bound,Name : &{11138299 INT 1},562,/tmp/clone-example128157776/store/sqlstore/post_store.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/store/sqlstore/post_store.go#L562,
mattermost/mattermost-server,SearchPostsInTeamForUser,Comm param,Name :paramsList, Mandatory : true,1737,/tmp/clone-example128157776/store/sqlstore/post_store.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/store/sqlstore/post_store.go#L1737,
mattermost/mattermost-server,SearchPostsInTeamForUser,Func as a chan bound,Name : len(paramsList),1745,/tmp/clone-example128157776/store/sqlstore/post_store.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/store/sqlstore/post_store.go#L1745,
